ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10181133,HY369256,07/31/2015 06:00:00 PM,038XX N RACINE AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN","SCHOOL, PRIVATE, GROUNDS",false,false,1923,019,44,6,07,1167607,1925580,2015,08/17/2015 03:03:40 PM,41.95134222,-87.659277266,"(41.95134222, -87.659277266)"
